Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParametersTest,getters_CstorRenditionNameAndDownload,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParametersTest,getters_CstorRenditionNameAndDownloadAndOtherParameters,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParametersTest,getters_FromRequest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionTest,getBinaryUri,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponseTest,isAndGetRedirect_WithSendRedirect,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponseTest,isAndGetRedirect_WithSetStatus301,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponseTest,isAndGetRedirect_WithSetStatus302,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsDownloadServletTest,doPost,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsDownloadServletTest,doPost_EmptyRenditionName,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsDownloadServletTest,doPost_InvalidAssetPath,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImplTest,pack,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadRequestTest,getAttribute,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadRequestTest,getRequestPathInfo,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,ComputedPropertiesImplTest,getComputedProperties,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties.impl,ComputedPropertiesImplTest,getComputedProperties_Bind,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
asset-share-commons,com.adobe.aem.commons.assetshare.search.impl,FastPropertiesImplTest,getDeltaProperties,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
asset-share-commons,com.adobe.aem.commons.assetshare.search.impl.predicateevaluators,PredicateEvaluatorUtilTest,getValues,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
asset-share-commons,com.adobe.aem.commons.assetshare.search.impl.predicateevaluators,PredicateEvaluatorUtilTest,getValues_nullify,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
asset-share-commons,com.adobe.aem.commons.assetshare.search.impl.predicateevaluators,PropertyValuesPredicateEvaluatorTest,buildPredicate_WithAlreadyBuiltPredicate,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
asset-share-commons,com.adobe.aem.commons.assetshare.search.impl.predicateevaluators,PropertyValuesPredicateEvaluatorTest,buildPredicate_WithNoneDelimiter,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
asset-share-commons,com.adobe.aem.commons.assetshare.search.impl.predicateevaluators,PropertyValuesPredicateEvaluatorTest,buildPredicate_AsPropertyOperation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
asset-share-commons,com.adobe.aem.commons.assetshare.search.impl.predicateevaluators,PropertyValuesPredicateEvaluatorTest,buildPredicate_AsContainsOperation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
asset-share-commons,com.adobe.aem.commons.assetshare.search.impl.predicateevaluators,PropertyValuesPredicateEvaluatorTest,buildPredicate_AsStartsWithOperation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
asset-share-commons,com.adobe.aem.commons.assetshare.search.impl.predicateevaluators,PropertyValuesPredicateEvaluatorTest,buildPredicate_DefaultDelimiter,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
asset-share-commons,com.adobe.aem.commons.assetshare.search.impl.predicateevaluators,PropertyValuesPredicateEvaluatorTest,buildPredicate_CustomDelimiter,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
asset-share-commons,com.adobe.aem.commons.assetshare.search.impl.predicateevaluators,PropertyValuesPredicateEvaluatorTest,buildPredicate_MultiDelimiters,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
asset-share-commons,com.adobe.aem.commons.assetshare.search.impl.predicateevaluators,PropertyValuesPredicateEvaluatorTest,buildPredicate_WhitespaceDelimiters,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
asset-share-commons,com.adobe.aem.commons.assetshare.search.impl.predicateevaluators,PropertyValuesPredicateEvaluatorTest,getDelimiters,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
asset-share-commons,com.adobe.aem.commons.assetshare.search.impl.predicateevaluators,PropertyValuesPredicateEvaluatorTest,getDelimiters_Default,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
asset-share-commons,com.adobe.aem.commons.assetshare.search.impl.predicateevaluators,PropertyValuesPredicateEvaluatorTest,getPredicateEvaluator_AsFulltextPredicate,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
asset-share-commons,com.adobe.aem.commons.assetshare.components.predicates.impl,PropertyPredicateImplTest,getKeyValuePairsFromJson_textValue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
asset-share-commons,com.adobe.aem.commons.assetshare.components.predicates.impl,PropertyPredicateImplTest,getKeyValuePairsFromJson_jcrTitleValue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
asset-share-commons,com.adobe.aem.commons.assetshare.components.details.impl,MetadataImplTest,getProperties,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
asset-share-commons,com.adobe.aem.commons.assetshare.components.details.impl,MetadataImplTest,getProperties,Empty test,The tool detected the smell in this test method because the test is empty.
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.impl,ActionHelperImplTest,getAssetsFromQueryParameter,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.impl,ActionHelperImplTest,getAllowedValuesFromQueryParameter,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.download.impl,DownloadImplTest,getAssets,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.download.impl,DownloadImplTest,getAssets_empty,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.download.impl,DownloadImplTest,getDownloadContentSize_EmptyAssets,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.download.impl,DownloadImplTest,getDownloadContentSize_NoMaxLimit,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.download.impl,DownloadImplTest,getAssetRenditionGroups,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,AsyncAssetRenditionsDownloadServletTest,getLocalDateTime_EST,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,AsyncAssetRenditionsDownloadServletTest,getLocalDateTime_PST,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
